term1,term2,relation
calmar,hostal,hyper
calmar,motel,hyper
solteiro,pousada,hyper
solteiro,apartamento,hyper
solteiro,hotel,hyper
solteiro,motel,hyper
solteiro,babá,hyper
solteiro,porteiro,hyper
solteiro,casal,hypo
solteiro,casal,hyper
acolhedor,alojamento,hypo
acolhedor,alojamento,hypo
acolhedor,alojamento,hypo
acolhedor,albergue,hyper
acolhedor,acomodação,hyper
acolhedor,hotel,hyper
acolhedor,museu,hyper
acolhedor,jardins,hyper
cerejo,porteiro,hyper
galar,hostal,hyper
opar,motel,hyper
refrigerante,lavanderia,hypo
refrigerante,lavanderia,hyper
petisco,refeição,hypo
delícia,refeição,hypo
imediação,igreja,hyper
livraria,endereço,hypo
livraria,endereço,hypo
livraria,albergue,hyper
livraria,pousada,hyper
livraria,apartamento,hyper
livraria,hotel,hyper
livraria,museu,hyper
livraria,igreja,hyper
livraria,teatro,hyper
livraria,universidade,hyper
companhia,teatro,hyper
toucador,quarto,hypo
toucador,porteiro,hyper
rotar,endereço,hypo
rotar,endereço,hypo
rotar,hostal,hyper
rotar,pensão,hyper
rotar,monumento,hyper
rotar,igreja,hyper
rotar,aeroporto,hyper
terraço,quarto,hypo
terraço,hostal,hyper
terraço,albergue,hyper
terraço,pousada,hyper
terraço,apartamento,hyper
terraço,hotel,hyper
terraço,motel,hyper
terraço,monumento,hyper
terraço,museu,hyper
terraço,jardins,hyper
terraço,parque,hyper
terraço,teatro,hyper
terraço,estádio,hyper
terraço,praia,hyper
terraço,porteiro,hyper
terraço,suíte,hyper
preferência,facilidade,hypo
preferência,acomodação,hyper
mãe,apartamento,hyper
mãe,babá,hyper
mãe,família,hypo
mãe,família,hyper
navegação,aeroporto,hyper
almoço,refeição,hypo
almoço,albergue,hyper
almoço,pousada,hyper
almoço,apartamento,hyper
almoço,hotel,hyper
almoço,motel,hyper
bastilha,monumento,hyper
fingir,babá,hyper
sabonete,refeição,hypo
banho,alojamento,hypo
banho,alojamento,hypo
banho,alojamento,hypo
banho,alojamento,hypo
banho,quarto,hypo
banho,refeição,hypo
banho,albergue,hyper
banho,pousada,hyper
banho,apartamento,hyper
banho,hotel,hyper
banho,motel,hyper
banho,casal,hypo
banho,casal,hyper
transporte,alojamento,hypo
transporte,alojamento,hypo
transporte,alojamento,hypo
transporte,acomodação,hyper
transporte,aeroporto,hyper
transporte,recepção,hyper
suspeito,apartamento,hyper
suspeito,motel,hyper
suspeito,porteiro,hyper
possibilidade,facilidade,hypo
separação,acomodação,hyper
fresco,refeição,hypo
fresco,hostal,hyper
fresco,pousada,hyper
almo,hostal,hyper
gerência,porteiro,hyper
entornar,refeição,hypo
doble,hostal,hyper
poltrão,hostal,hyper
poltrão,porteiro,hyper
poltrão,casal,hypo
poltrão,casal,hyper
aquecedor,alojamento,hypo
aquecedor,alojamento,hypo
aquecedor,alojamento,hypo
maquiagem,babá,hyper
oásis,hostal,hyper
oásis,albergue,hyper
oásis,hotel,hyper
oásis,jardins,hyper
oásis,parque,hyper
oásis,praia,hyper
badalação,acomodação,hyper
badalação,hotel,hyper
badalação,praia,hyper
privilégio,pensão,hyper
marais,jardins,hyper
idear,hostal,hyper
variação,acomodação,hyper
sambaíba,lavanderia,hypo
sambaíba,lavanderia,hyper
barco,albergue,hyper
barco,pousada,hyper
barco,apartamento,hyper
barco,hotel,hyper
barco,motel,hyper
barco,monumento,hyper
barco,aeroporto,hyper
barco,praia,hyper
rapidinho,motel,hyper
rapidinho,babá,hyper
rapidinho,lavanderia,hypo
rapidinho,lavanderia,hyper
castelo,hostal,hyper
castelo,albergue,hyper
castelo,pousada,hyper
castelo,apartamento,hyper
castelo,hotel,hyper
castelo,monumento,hyper
castelo,museu,hyper
castelo,igreja,hyper
castelo,jardins,hyper
castelo,parque,hyper
castelo,teatro,hyper
castelo,praia,hyper
pedaço,apartamento,hyper
casaco,apartamento,hyper
casaco,motel,hyper
estabelecimento,alojamento,hypo
estabelecimento,alojamento,hypo
estabelecimento,alojamento,hypo
estabelecimento,endereço,hypo
estabelecimento,endereço,hypo
estabelecimento,quarto,hypo
estabelecimento,albergue,hyper
estabelecimento,aeroporto,hyper
adaptador,endereço,hypo
adaptador,endereço,hypo
eficiente,facilidade,hypo
magda,babá,hyper
arte,monumento,hyper
arte,museu,hyper
arte,jardins,hyper
arte,teatro,hyper
arte,universidade,hyper
fundo,pensão,hyper
luxo,apartamento,hyper
luxo,hotel,hyper
luxo,motel,hyper
toalete,refeição,hypo
toalete,albergue,hyper
toalete,acomodação,hyper
toalete,apartamento,hyper
toalete,hotel,hyper
toalete,motel,hyper
toalete,porteiro,hyper
toalete,suíte,hyper
proprietário,endereço,hypo
proprietário,endereço,hypo
proprietário,pousada,hyper
proprietário,apartamento,hyper
proprietário,porteiro,hyper
carregador,porteiro,hyper
minusculo,albergue,hyper
charmoso,porteiro,hyper
iniciativo,hostal,hyper
iniciativo,porteiro,hyper
pizza,refeição,hypo
pizza,pousada,hyper
pizza,hotel,hyper
pizza,motel,hyper
pizza,babá,hyper
pizza,lavanderia,hypo
pizza,lavanderia,hyper
ovo,refeição,hypo
receptividade,facilidade,hypo
receptividade,acomodação,hyper
receptividade,recepção,hyper
hospitalidade,alojamento,hypo
hospitalidade,alojamento,hypo
hospitalidade,alojamento,hypo
hospitalidade,alojamento,hypo
hospitalidade,refeição,hypo
hospitalidade,albergue,hyper
hospitalidade,acomodação,hyper
hospitalidade,recepção,hyper
paragem,refeição,hypo
paragem,pousada,hyper
autocarro,alojamento,hypo
autocarro,alojamento,hypo
autocarro,alojamento,hypo
autocarro,refeição,hypo
autocarro,albergue,hyper
autocarro,hotel,hyper
autocarro,motel,hyper
autocarro,aeroporto,hyper
autocarro,estádio,hyper
guloseima,refeição,hypo
versaletes,endereço,hypo
versaletes,endereço,hypo
versaletes,endereço,hypo
versaletes,endereço,hypo
mobília,alojamento,hypo
mobília,alojamento,hypo
mobília,alojamento,hypo
mobília,albergue,hyper
mobília,pousada,hyper
mobília,acomodação,hyper
mobília,apartamento,hyper
mobília,hotel,hyper
mobília,porteiro,hyper
mobília,suíte,hyper
mobília,lavanderia,hypo
mobília,lavanderia,hyper
paza,quarto,hypo
paza,refeição,hypo
paza,hostal,hyper
paza,albergue,hyper
paza,pousada,hyper
paza,acomodação,hyper
paza,hotel,hyper
paza,motel,hyper
paza,monumento,hyper
paza,museu,hyper
paza,jardins,hyper
paza,arena,hyper
paza,parque,hyper
paza,teatro,hyper
paza,aeroporto,hyper
paza,praia,hyper
ventilação,alojamento,hypo
ventilação,alojamento,hypo
ventilação,alojamento,hypo
ventilação,alojamento,hypo
ventilação,acomodação,hyper
pitoresco,hostal,hyper
pitoresco,albergue,hyper
pitoresco,pousada,hyper
pitoresco,hotel,hyper
pitoresco,monumento,hyper
pitoresco,museu,hyper
pitoresco,jardins,hyper
pitoresco,parque,hyper
pitoresco,praia,hyper
odéon,hostal,hyper
odéon,albergue,hyper
odéon,apartamento,hyper
odéon,hotel,hyper
odéon,museu,hyper
odéon,jardins,hyper
odéon,teatro,hyper
odéon,estádio,hyper
odéon,porteiro,hyper
escuro,motel,hyper
proteção,acomodação,hyper
cheiro,porteiro,hyper
torneira,refeição,hypo
torneira,pousada,hyper
torneira,porteiro,hyper
mochila,pousada,hyper
mochila,apartamento,hyper
mochila,motel,hyper
mochila,suíte,hyper
despesa,pensão,hyper
bilhete,endereço,hypo
bilhete,endereço,hypo
bilhete,endereço,hypo
bilhete,endereço,hypo
bilhete,refeição,hypo
bilhete,pensão,hyper
bilhete,apartamento,hyper
bilhete,hotel,hyper
bilhete,aeroporto,hyper
bilhete,porteiro,hyper
distrito,parque,hyper
distrito,aeroporto,hyper
dono,porteiro,hyper
percepção,acomodação,hyper
disponibilidade,facilidade,hypo
cercania,hostal,hyper
cercania,monumento,hyper
cercania,igreja,hyper
escriba,hostal,hyper
escriba,porteiro,hyper
ícone,monumento,hyper
ícone,museu,hyper
lentidão,facilidade,hypo
material,alojamento,hypo
material,alojamento,hypo
material,alojamento,hypo
material,alojamento,hypo
video,service,hypo
video,service,hypo
video,service,hypo
buda,igreja,hyper
pátio,hostal,hyper
pátio,albergue,hyper
pátio,pousada,hyper
pátio,apartamento,hyper
pátio,hotel,hyper
pátio,motel,hyper
pátio,monumento,hyper
pátio,museu,hyper
pátio,jardins,hyper
pátio,parque,hyper
pátio,teatro,hyper
pátio,aeroporto,hyper
pátio,estádio,hyper
pátio,praia,hyper
pátio,porteiro,hyper
pátio,lavanderia,hypo
pátio,lavanderia,hyper
baldeação,refeição,hypo
baldeação,pousada,hyper
baldeação,acomodação,hyper
baldeação,aeroporto,hyper
baldeação,praia,hyper
barulho,porteiro,hyper
chinelo,apartamento,hyper
chinelo,porteiro,hyper
chinelo,lavanderia,hypo
chinelo,lavanderia,hyper
anche,hostal,hyper
sauna,alojamento,hypo
sauna,alojamento,hypo
sauna,alojamento,hypo
sauna,alojamento,hypo
sauna,refeição,hypo
sauna,albergue,hyper
sauna,pousada,hyper
sauna,acomodação,hyper
sauna,hotel,hyper
sauna,motel,hyper
sauna,porteiro,hyper
sauna,suíte,hyper
sauna,lavanderia,hypo
sauna,lavanderia,hyper
jour,service,hypo
jour,service,hypo
jour,service,hypo
posto,quarto,hypo
posto,hotel,hyper
cômodos,alojamento,hypo
cômodos,alojamento,hypo
cômodos,alojamento,hypo
cômodos,alojamento,hypo
cômodos,quarto,hypo
cômodos,albergue,hyper
cômodos,pousada,hyper
cômodos,acomodação,hyper
cômodos,pensão,hyper
cômodos,apartamento,hyper
cômodos,hotel,hyper
cômodos,motel,hyper
cômodos,porteiro,hyper
cômodos,casal,hypo
cômodos,suíte,hyper
cômodos,casal,hyper
cômodos,lavanderia,hypo
cômodos,lavanderia,hyper
cômodo,quarto,hypo
cômodo,albergue,hyper
cômodo,pousada,hyper
cômodo,apartamento,hyper
cômodo,hotel,hyper
cômodo,motel,hyper
cômodo,porteiro,hyper
cômodo,casal,hypo
cômodo,casal,hyper
documento,endereço,hypo
documento,endereço,hypo
mensagem,endereço,hypo
mensagem,endereço,hypo
outro,quarto,hypo
outro,duplo,hyper
suportar,alojamento,hypo
suportar,alojamento,hypo
climatização,alojamento,hypo
climatização,alojamento,hypo
climatização,alojamento,hypo
climatização,alojamento,hypo
climatização,acomodação,hyper
climatização,hotel,hyper
climatização,suíte,hyper
modesto,quarto,hypo
baratear,acomodação,hyper
quinar,refeição,hypo
quinar,hostal,hyper
quinar,pousada,hyper
quinar,babá,hyper
quinar,suíte,hyper
madame,pousada,hyper
madame,motel,hyper
madame,babá,hyper
madame,nan,hyper
madame,porteiro,hyper
madame,nan,hyper
pequenino,hostal,hyper
catedral,hostal,hyper
catedral,pousada,hyper
catedral,hotel,hyper
catedral,monumento,hyper
catedral,museu,hyper
catedral,igreja,hyper
catedral,universidade,hyper
clau,hostal,hyper
clau,babá,hyper
clau,nan,hyper
clau,nan,hyper
banca,pensão,hyper
libânia,pousada,hyper
libânia,família,hypo
libânia,família,hyper
mago,babá,hyper
mago,porteiro,hyper
arredor,hostal,hyper
jornada,refeição,hypo
perímetro,monumento,hyper
perímetro,parque,hyper
perímetro,aeroporto,hyper
perímetro,estádio,hyper
roteiro,teatro,hyper
cesta,refeição,hypo
capital,pensão,hyper
chat,endereço,hypo
chat,endereço,hypo
chat,service,hypo
chat,service,hypo
chat,service,hypo
chat,hotel,hyper
chat,suíte,hyper
papar,refeição,hypo
papar,hostal,hyper
papar,albergue,hyper
papar,babá,hyper
ché,hostal,hyper
creme,refeição,hypo
homem,porteiro,hyper
homem,casal,hypo
homem,casal,hyper
pavilhão,albergue,hyper
pavilhão,hotel,hyper
pavilhão,museu,hyper
pavilhão,parque,hyper
pavilhão,teatro,hyper
pavilhão,aeroporto,hyper
pavilhão,estádio,hyper
pavilhão,praia,hyper
escadaria,hostal,hyper
escadaria,albergue,hyper
escadaria,pousada,hyper
escadaria,apartamento,hyper
escadaria,hotel,hyper
escadaria,monumento,hyper
escadaria,igreja,hyper
escadaria,jardins,hyper
escadaria,parque,hyper
escadaria,praia,hyper
escadaria,porteiro,hyper
escadaria,suíte,hyper
0o,quarto,hypo
máximo,quarto,hypo
usuário,endereço,hypo
usuário,endereço,hypo
usuário,suíte,hyper
riz,hostal,hyper
riz,babá,hyper
riz,nan,hyper
riz,nan,hyper
vila,pousada,hyper
vila,igreja,hyper
vila,parque,hyper
vila,praia,hyper
preguiçar,refeição,hypo
preguiçar,hostal,hyper
preguiçar,albergue,hyper
preguiçar,pousada,hyper
gostosinho,apartamento,hyper
gostosinho,motel,hyper
gostosinho,babá,hyper
gostosinho,porteiro,hyper
escritório,endereço,hypo
escritório,endereço,hypo
escritório,quarto,hypo
escritório,albergue,hyper
escritório,pousada,hyper
escritório,apartamento,hyper
escritório,hotel,hyper
escritório,motel,hyper
escritório,porteiro,hyper
escritório,suíte,hyper
garoto,apartamento,hyper
garoto,babá,hyper
garoto,porteiro,hyper
perfil,endereço,hypo
perfil,endereço,hypo
presteza,facilidade,hypo
requisito,duplo,hyper
configuração,facilidade,hypo
configuração,acomodação,hyper
configuração,suíte,hyper
imediato,duplo,hyper
noma,nan,hyper
noma,nan,hyper
caução,pensão,hyper
grupar,acomodação,hyper
entretenimento,teatro,hyper
irma,motel,hyper
irma,babá,hyper
compensação,alojamento,hypo
compensação,alojamento,hypo
compensação,alojamento,hypo
compensação,alojamento,hypo
compensação,pensão,hyper
fatura,endereço,hypo
fatura,endereço,hypo
fatura,pensão,hyper
recibo,endereço,hypo
recibo,endereço,hypo
recibo,pensão,hyper
recibo,porteiro,hyper
mel,refeição,hypo
romã,refeição,hypo
canto,hostal,hyper
canto,teatro,hyper
hora,refeição,hypo
marketing,service,hypo
marketing,service,hypo
marketing,service,hypo
remodelação,pousada,hyper
remodelação,acomodação,hyper
clientela,refeição,hypo
clientela,pensão,hyper
constrangimento,acomodação,hyper
shop,service,hypo
shop,service,hypo
shop,service,hypo
shop,hotel,hyper
shop,motel,hyper
chance,facilidade,hypo
casarão,hostal,hyper
casarão,albergue,hyper
casarão,pousada,hyper
casarão,apartamento,hyper
casarão,hotel,hyper
casarão,motel,hyper
casarão,porteiro,hyper
acabamento,acomodação,hyper
onde,hotel,hyper
hous,hostal,hyper
hous,albergue,hyper
hous,pousada,hyper
hous,hotel,hyper
hous,motel,hyper
hous,praia,hyper
hous,babá,hyper
hous,porteiro,hyper
atrativos,jardins,hyper
atrativos,parque,hyper
sopa,refeição,hypo
sopa,pousada,hyper
topar,porteiro,hyper
recebimento,recepção,hyper
depósito,endereço,hypo
depósito,endereço,hypo
depósito,albergue,hyper
depósito,pensão,hyper
depósito,recepção,hyper
saldar,pensão,hyper
trancar,apartamento,hyper
trancar,motel,hyper
trancar,porteiro,hyper
mobilidade,alojamento,hypo
mobilidade,alojamento,hypo
mobilidade,alojamento,hypo
mobilidade,facilidade,hypo
mobilidade,acomodação,hyper
pizzaria,refeição,hypo
pizzaria,albergue,hyper
pizzaria,pousada,hyper
pizzaria,apartamento,hyper
pizzaria,hotel,hyper
pizzaria,motel,hyper
pizzaria,praia,hyper
pizzaria,babá,hyper
pizzaria,porteiro,hyper
pizzaria,suíte,hyper
pizzaria,lavanderia,hypo
pizzaria,lavanderia,hyper
cansaço,acomodação,hyper
franquiar,endereço,hypo
franquiar,endereço,hypo
franquiar,service,hypo
franquiar,service,hypo
franquiar,service,hypo
franquiar,recepção,hyper
transtornar,refeição,hypo
bônus,duplo,hyper
locador,endereço,hypo
locador,endereço,hypo
locador,pensão,hyper
maria,hostal,hyper
maria,igreja,hyper
maria,teatro,hyper
cobertura,acomodação,hyper
cobertura,recepção,hyper
trabalho,alojamento,hypo
trabalho,alojamento,hypo
trabalho,alojamento,hypo
trabalho,alojamento,hypo
volume,quarto,hypo
congresso,museu,hyper
transtorno,acomodação,hyper
soer,service,hypo
soer,service,hypo
soer,service,hypo
talar,hostal,hyper
artista,monumento,hyper
artista,museu,hyper
artista,teatro,hyper
ofá,hostal,hyper
bombeiro,babá,hyper
bombeiro,porteiro,hyper
sirene,endereço,hypo
sirene,endereço,hypo
excursão,refeição,hypo
excursão,hotel,hyper
excursão,praia,hyper
hopi,jardins,hyper
hopi,parque,hyper
filmar,motel,hyper
vistoriar,alojamento,hypo
vistoriar,alojamento,hypo
vistoriar,alojamento,hypo
vistoriar,porteiro,hyper
h&m,lavanderia,hypo
h&m,lavanderia,hyper
carnaval,teatro,hyper
carnaval,praia,hyper
frescura,facilidade,hypo
frescura,jardins,hyper
despeitar,facilidade,hypo
despeitar,quarto,hypo
despeitar,hostal,hyper
despeitar,albergue,hyper
despeitar,acomodação,hyper
cena,motel,hyper
cena,teatro,hyper
utilização,recepção,hyper
centro,hostal,hyper
centro,albergue,hyper
centro,pousada,hyper
centro,hotel,hyper
centro,monumento,hyper
centro,museu,hyper
centro,parque,hyper
centro,teatro,hyper
centro,aeroporto,hyper
centro,estádio,hyper
coragem,facilidade,hypo
download,endereço,hypo
download,endereço,hypo
aspirador,porteiro,hyper
flamingo,hotel,hyper
flamingo,motel,hyper
flamingo,parque,hyper
câmeras,motel,hyper
picar,refeição,hypo
picar,porteiro,hyper
trânsito,aeroporto,hyper
furtar,motel,hyper
furtar,porteiro,hyper
lao,nan,hyper
lao,nan,hyper
insonorização,alojamento,hypo
insonorização,alojamento,hypo
insonorização,alojamento,hypo
insonorização,alojamento,hypo
insonorização,acomodação,hyper
insonorização,jardins,hyper
insonorização,recepção,hyper
metropolitano,museu,hyper
metropolitano,parque,hyper
metropolitano,aeroporto,hyper
destino,endereço,hypo
destino,endereço,hypo
destino,aeroporto,hyper
rua,endereço,hypo
rua,endereço,hypo
rua,endereço,hypo
rua,endereço,hypo
rua,albergue,hyper
rua,pousada,hyper
rua,apartamento,hyper
rua,hotel,hyper
rua,motel,hyper
rua,igreja,hyper
rua,jardins,hyper
rua,parque,hyper
rua,teatro,hyper
rua,estádio,hyper
rua,praia,hyper
rua,porteiro,hyper
elysees,service,hypo
elysees,hostal,hyper
elysees,albergue,hyper
elysees,pousada,hyper
elysees,apartamento,hyper
elysees,hotel,hyper
elysees,motel,hyper
elysees,monumento,hyper
elysees,museu,hyper
elysees,jardins,hyper
elysees,arena,hyper
elysees,parque,hyper
elysees,teatro,hyper
elysees,aeroporto,hyper
elysees,praia,hyper
elysees,porteiro,hyper
elysees,suíte,hyper
panar,refeição,hypo
panar,hostal,hyper
romantismo,teatro,hyper
cemitério,hostal,hyper
cemitério,albergue,hyper
cemitério,pousada,hyper
cemitério,apartamento,hyper
cemitério,hotel,hyper
cemitério,motel,hyper
cemitério,monumento,hyper
cemitério,museu,hyper
cemitério,igreja,hyper
cemitério,jardins,hyper
cemitério,parque,hyper
cemitério,teatro,hyper
cemitério,aeroporto,hyper
cemitério,estádio,hyper
cemitério,praia,hyper
mosco,hostal,hyper
passageiro,motel,hyper
passageiro,porteiro,hyper
passageiro,casal,hypo
passageiro,casal,hyper
élysées,monumento,hyper
élysées,museu,hyper
élysées,jardins,hyper
élysées,parque,hyper
élysées,teatro,hyper
élysées,praia,hyper
triplo,duplo,hyper
compacto,duplo,hyper
aviso,endereço,hypo
aviso,endereço,hypo
hardware,endereço,hypo
hardware,endereço,hypo
esposo,babá,hyper
esposo,porteiro,hyper
esposo,casal,hypo
esposo,casal,hyper
delegacia,apartamento,hyper
delegacia,motel,hyper
albergar,alojamento,hypo
albergar,alojamento,hypo
albergar,alojamento,hypo
albergar,alojamento,hypo
albergar,albergue,hyper
albergar,pousada,hyper
albergar,acomodação,hyper
albergar,museu,hyper
albergar,jardins,hyper
albergar,parque,hyper
raiar,motel,hyper
mangar,babá,hyper
mangar,porteiro,hyper
governanta,refeição,hypo
governanta,albergue,hyper
governanta,pousada,hyper
governanta,pensão,hyper
governanta,apartamento,hyper
governanta,babá,hyper
governanta,porteiro,hyper
governanta,casal,hypo
governanta,família,hypo
governanta,casal,hyper
governanta,família,hyper
metre,service,hypo
metre,service,hypo
metre,service,hypo
metre,nan,hyper
metre,nan,hyper
molo,hostal,hyper
periferia,apartamento,hyper
periferia,jardins,hyper
periferia,praia,hyper
punto,hostal,hyper
sevres,hostal,hyper
sevres,museu,hyper
sevres,jardins,hyper
grã,hostal,hyper
pi,nan,hyper
pi,nan,hyper
lounge,service,hypo
lounge,service,hypo
lounge,service,hypo
lounge,pousada,hyper
lounge,acomodação,hyper
lounge,hotel,hyper
lounge,motel,hyper
lounge,suíte,hyper
confeitar,refeição,hypo
confeitar,lavanderia,hypo
confeitar,lavanderia,hyper
ojés,hostal,hyper
ojés,igreja,hyper
ojés,babá,hyper
parâmetro,endereço,hypo
parâmetro,endereço,hypo
merce,teatro,hyper
limitação,facilidade,hypo
habilidade,facilidade,hypo
manuel,hostal,hyper
berce,hostal,hyper
berce,albergue,hyper
berce,pousada,hyper
berce,babá,hyper
cobertor,albergue,hyper
cobertor,apartamento,hyper
cobertor,hotel,hyper
cobertor,motel,hyper
cliché,hostal,hyper
novilhote,refeição,hypo
novilhote,hostal,hyper
novilhote,albergue,hyper
novilhote,motel,hyper
novilhote,porteiro,hyper
vedação,acomodação,hyper
repostar,alojamento,hypo
repostar,alojamento,hypo
repostar,alojamento,hypo
repostar,endereço,hypo
repostar,endereço,hypo
repostar,refeição,hypo
cabideiro,albergue,hyper
cabideiro,pousada,hyper
cabideiro,apartamento,hyper
cabideiro,hotel,hyper
cabideiro,motel,hyper
cabideiro,porteiro,hyper
cabideiro,lavanderia,hypo
cabideiro,lavanderia,hyper
cabina,porteiro,hyper
cabina,lavanderia,hypo
cabina,lavanderia,hyper
pensão,alojamento,hypo
pensão,alojamento,hypo
pensão,alojamento,hypo
pensão,alojamento,hypo
pensão,refeição,hypo
pensão,albergue,hyper
pensão,pousada,hyper
pensão,pensão,hyper
pensão,apartamento,hyper
pensão,hotel,hyper
pensão,suíte,hyper
trabalhador,alojamento,hypo
trabalhador,alojamento,hypo
trabalhador,alojamento,hypo
trabalhador,alojamento,hypo
trabalhador,pensão,hyper
trabalhador,porteiro,hyper
restauração,acomodação,hyper
restauração,monumento,hyper
restauração,igreja,hyper
espaço,albergue,hyper
combinação,facilidade,hypo
combinação,acomodação,hyper
conforto,alojamento,hypo
conforto,alojamento,hypo
conforto,alojamento,hypo
conforto,alojamento,hypo
conforto,albergue,hyper
conforto,acomodação,hyper
godo,hostal,hyper
taxímetro,endereço,hypo
taxímetro,endereço,hypo
taxímetro,porteiro,hyper
brincadeira,refeição,hypo
brincadeira,babá,hyper
excelsitude,hostal,hyper
excelsitude,albergue,hyper
excelsitude,pousada,hyper
excelsitude,acomodação,hyper
excelsitude,monumento,hyper
excelsitude,igreja,hyper
ventilador,albergue,hyper
ventilador,apartamento,hyper
aproveitamento,parque,hyper
cubículo,quarto,hypo
cubículo,hostal,hyper
cubículo,albergue,hyper
cubículo,apartamento,hyper
cubículo,hotel,hyper
cubículo,motel,hyper
cubículo,porteiro,hyper
cubículo,lavanderia,hypo
cubículo,lavanderia,hyper
crítico,teatro,hyper
chi,nan,hyper
chi,nan,hyper
formato,endereço,hypo
formato,endereço,hypo
formato,duplo,hyper
fome,pensão,hyper
vizinho,hostal,hyper
vizinho,albergue,hyper
vizinho,apartamento,hyper
vizinho,hotel,hyper
vizinho,igreja,hyper
vizinho,parque,hyper
vizinho,aeroporto,hyper
vizinho,porteiro,hyper
motel,quarto,hypo
motel,albergue,hyper
motel,pousada,hyper
motel,apartamento,hyper
motel,hotel,hyper
motel,motel,hyper
motel,aeroporto,hyper
motel,praia,hyper
motel,babá,hyper
motel,porteiro,hyper
motel,suíte,hyper
reembolsar,alojamento,hypo
reembolsar,alojamento,hypo
reembolsar,pensão,hyper
deslocação,alojamento,hypo
deslocação,alojamento,hypo
deslocação,alojamento,hypo
deslocação,alojamento,hypo
deslocação,refeição,hypo
deslocação,acomodação,hyper
deslocação,recepção,hyper
abertura,recepção,hyper
lotação,albergue,hyper
lotação,acomodação,hyper
lotação,hotel,hyper
lotação,parque,hyper
lotação,teatro,hyper
lotação,estádio,hyper
lotação,recepção,hyper
sé,hostal,hyper
sé,pousada,hyper
sé,monumento,hyper
sé,igreja,hyper
sé,universidade,hyper
janelão,hostal,hyper
janelão,monumento,hyper
janelão,jardins,hyper
janelão,porteiro,hyper
automóvel,hotel,hyper
automóvel,parque,hyper
automóvel,estádio,hyper
sexto,quarto,hypo
sexto,duplo,hyper
r$,pensão,hyper
consulto,endereço,hypo
consulto,endereço,hypo
pastar,albergue,hyper
pastar,jardins,hyper
linguiça,refeição,hypo
atitude,acomodação,hyper
descasar,facilidade,hypo
descasar,refeição,hypo
descasar,acomodação,hyper
lavatório,quarto,hypo
lavatório,refeição,hypo
lavatório,hostal,hyper
lavatório,albergue,hyper
lavatório,pousada,hyper
lavatório,apartamento,hyper
lavatório,hotel,hyper
lavatório,motel,hyper
lavatório,porteiro,hyper
lavatório,suíte,hyper
sanitário,alojamento,hypo
sanitário,alojamento,hypo
sanitário,alojamento,hypo
sanitário,alojamento,hypo
sanitário,albergue,hyper
pelar,refeição,hypo
contactar,endereço,hypo
contactar,endereço,hypo
mendigo,hostal,hyper
mendigo,albergue,hyper
mendigo,pensão,hyper
mendigo,apartamento,hyper
mendigo,motel,hyper
mendigo,babá,hyper
mendigo,porteiro,hyper
gamar,refeição,hypo
gamar,hostal,hyper
gamar,porteiro,hyper
panteão,hostal,hyper
panteão,albergue,hyper
panteão,hotel,hyper
panteão,monumento,hyper
panteão,museu,hyper
panteão,igreja,hyper
panteão,jardins,hyper
panteão,parque,hyper
panteão,teatro,hyper
panteão,estádio,hyper
autorização,endereço,hypo
autorização,endereço,hypo
autorização,pensão,hyper
autorização,recepção,hyper
débito,endereço,hypo
débito,endereço,hypo
sinalização,acomodação,hyper
passaporte,endereço,hypo
passaporte,endereço,hypo
passaporte,apartamento,hyper
paisagem,pousada,hyper
paisagem,monumento,hyper
paisagem,museu,hyper
paisagem,jardins,hyper
paisagem,parque,hyper
paisagem,praia,hyper
pracinha,albergue,hyper
pracinha,pousada,hyper
pracinha,motel,hyper
pracinha,igreja,hyper
pracinha,jardins,hyper
pracinha,parque,hyper
pracinha,praia,hyper
elegância,facilidade,hypo
povo,monumento,hyper
povo,igreja,hyper
curato,albergue,hyper
curato,pousada,hyper
curato,monumento,hyper
curato,igreja,hyper
picola,endereço,hypo
picola,endereço,hypo
picola,quarto,hypo
picola,hostal,hyper
picola,albergue,hyper
picola,pousada,hyper
picola,pensão,hyper
picola,apartamento,hyper
picola,hotel,hyper
picola,motel,hyper
picola,monumento,hyper
picola,museu,hyper
picola,jardins,hyper
picola,arena,hyper
picola,parque,hyper
picola,teatro,hyper
picola,aeroporto,hyper
picola,praia,hyper
picola,babá,hyper
picola,porteiro,hyper
letro,hostal,hyper
letro,albergue,hyper
letro,pousada,hyper
letro,monumento,hyper
letro,museu,hyper
letro,igreja,hyper
letro,parque,hyper
letro,teatro,hyper
letro,universidade,hyper
letro,praia,hyper
letro,babá,hyper
letro,porteiro,hyper
moderninho,motel,hyper
apertado,duplo,hyper
comodo,suíte,hyper
lanchinhos,refeição,hypo
lanchinhos,albergue,hyper
lanchinhos,pousada,hyper
lanchinhos,motel,hyper
lanchinhos,jardins,hyper
lanchinhos,babá,hyper
lanchinhos,porteiro,hyper
jazz,teatro,hyper
antedimento,alojamento,hypo
antedimento,alojamento,hypo
antedimento,alojamento,hypo
antedimento,endereço,hypo
antedimento,endereço,hypo
antedimento,refeição,hypo
antedimento,service,hypo
antedimento,service,hypo
antedimento,service,hypo
antedimento,albergue,hyper
antedimento,pousada,hyper
antedimento,acomodação,hyper
antedimento,lavanderia,hypo
antedimento,lavanderia,hyper
parlar,hostal,hyper
bistrô,refeição,hypo
bistrô,hostal,hyper
